Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;gprstext;edge;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;net5g;speed;cam2features;optionalother;price;displayprotection;models;displayother;tbench;batlife;sar-us;featuresother;sar-eu
https://www.gsmarena.com/oneplus_ace_racing-11529.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-ace-race.jpg;OnePlus Ace Racing;Released 2022, May 31;205g, 8.7mm thickness;Android 12, ColorOS 12.1;128GB/256GB storage, no card slot;63;1.0%;344,605 hits;"6.59""";1080x2412 pixels;8/12 GB RAM;Dimensity 8100-Max;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 3, 4, 5, 7, 8, 18, 19, 28, 34, 38, 39, 40, 41;;;2022, May 17;Available. Released 2022, May 31;164.3 x 75.8 x 8.7 mm (6.47 x 2.98 x 0.34 in);205 g (7.23 oz);;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, 120Hz, 480 nits (typ), 600 (HBM);6.59 inches, 104.5 cm(~83.9% screen-to-body ratio);1080 x 2412 pixels, 20:9 ratio (~401 ppi density);Android 12, ColorOS 12.1;Mediatek Dimensity 8100-Max (5 nm);Octa-core (4x2.85 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mali-G610 MC6;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;UFS 3.1;"64 MP, f/1.7, 25mm (wide), PDAF8 MP, f/2.2, 15mm, 119˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)";LED flash, HDR, panorama;4K@30fps, 1080p@30/60/120fps, gyro-EIS;"16 MP, f/2.1, 26mm (wide), 1/3.09"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.3, A2DP, LE, aptX HD;GPS, GLONASS, GALILEO, BDS, QZSS;Yes;No;USB Type-C 2.0;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Black, Blue;1, 3, 5, 8, 28, 41, 77, 78 SA/NSA;HSPA, LTE-A, 5G;HDR;;About 280 EUR;;;;;;;;
https://www.gsmarena.com/oneplus_nord_n20_5g-11218.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-nord-n20-5g-.jpg;OnePlus Nord N20 5G;Released 2022, April 28;173g, 7.5mm thickness;Android 11, OxygenOS 11;128GB storage, microSDXC;79;4.1%;869,628 hits;"6.43""";1080x2400 pixels;6 GB RAM;Snapdragon 695 5G;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 38, 39, 40, 41, 66, 71;;;2022, April 28;Available. Released 2022, April 28;159.9 x 73.2 x 7.5 mm (6.30 x 2.88 x 0.30 in);173 g (6.10 oz);Glass front (Schott Xensation Up), plastic frame, plastic back;Nano-SIM;;AMOLED;6.43 inches, 99.8 cm(~85.3% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~409 ppi density);Android 11, OxygenOS 11;Qualcomm SM6375 Snapdragon 695 5G (6 nm);Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver);Adreno 619;microSDXC (dedicated slot);128GB 6GB RAM;UFS 2.2;64 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth);LED flash, HDR, panorama;1080p@30fps;16 MP, f/2.4, (wide);1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS (L1+L5), GLONASS, GALILEO, BDS;Yes;No;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer;Li-Po 4500 mAh, non-removable;Blue;2, 25, 41, 66, 71 SA/NSA;HSPA 42.2/5.76 Mbps, LTE-A Cat15 800/200 Mbps, 5G;HDR;;;Schott Xensation Up;GN2200, CPH2459;Always-on display;AnTuTu: 316974 (v8), 380672 (v9)GeekBench: 1945 (v5.1)GFXBench: 16fps (ES 3.1 onscreen);;;;
https://www.gsmarena.com/oneplus_10r_150w-11598.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-10r.jpg;OnePlus 10R 150W;Released 2022, May 04;186g, 8.2mm thickness;Android 12, up to Android 13, OxygenOS 13;256GB storage, no card slot;29;0.8%;225,536 hits;"6.7""";1080x2412 pixels;12 GB RAM;Dimensity 8100-Max;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41;;;2022, April 28;Available. Released 2022, May 04;163.3 x 75.5 x 8.2 mm (6.43 x 2.97 x 0.32 in);186 g (6.56 oz);Glass front (Gorilla Glass 5), plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);;Fluid AMOLED, 1B colors, 120Hz, HDR10+;6.7 inches, 108.0 cm(~87.6% screen-to-body ratio);1080 x 2412 pixels, 20:9 ratio (~394 ppi density);Android 12, upgradable to Android 13, OxygenOS 13;Mediatek Dimensity 8100-Max (5 nm);Octa-core (4x2.85 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mali-G610 MC6;No;256GB 12GB RAM;UFS 3.1;"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS8 MP, f/2.2, 15mm, 120˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)";LED flash, HDR, panorama;4K@30fps, 1080p@30/60/120fps, gyro-EIS;"16 MP, f/2.4, 26mm (wide), 1/3.09"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.2, A2DP, LE;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 2.0;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum;Li-Po 4500 mAh, non-removable;Sierra Black, Forest Green;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA 42.2/5.76 Mbps, LTE-A (4CA), Cat12 600/150 Mbps, 5G;HDR;24-bit/192kHz audio;About 340 EUR;Corning Gorilla Glass 5;;;;;;;
https://www.gsmarena.com/oneplus_10r-11445.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-10r.jpg;OnePlus 10R;Released 2022, May 04;186g, 8.2mm thickness;Android 12, up to Android 13, OxygenOS 13;128GB/256GB storage, no card slot;109;3.9%;1,113,456 hits;"6.7""";1080x2412 pixels;8/12 GB RAM;Dimensity 8100-Max;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41;;;2022, April 28;Available. Released 2022, May 04;163.3 x 75.5 x 8.2 mm (6.43 x 2.97 x 0.32 in);186 g (6.56 oz);Glass front (Gorilla Glass 5), plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);;Fluid AMOLED, 1B colors, 120Hz, HDR10+;6.7 inches, 108.0 cm(~87.6% screen-to-body ratio);1080 x 2412 pixels, 20:9 ratio (~394 ppi density);Android 12, upgradable to Android 13, OxygenOS 13;Mediatek Dimensity 8100-Max (5 nm);Octa-core (4x2.85 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mali-G610 MC6;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;UFS 3.1;"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS8 MP, f/2.2, 15mm, 120˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)";LED flash, HDR, panorama;4K@30fps, 1080p@30/60/120fps, gyro-EIS;"16 MP, f/2.4, 26mm (wide), 1/3.09"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.2, A2DP, LE;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 2.0;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum;Li-Po 5000 mAh, non-removable;Sierra Black, Forest Green, Prime Blue;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA 42.2/5.76 Mbps, LTE-A (4CA), Cat12 600/150 Mbps, 5G;HDR;24-bit/192kHz audio;;Corning Gorilla Glass 5;CPH2411;;;;;;
https://www.gsmarena.com/oneplus_nord_ce_2_lite_5g-11344.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-nord-ce-2-lite-5g-0.jpg;OnePlus Nord CE 2 Lite 5G;Released 2022, April 30;195g, 8.5mm thickness;Android 12, up to Android 13, OxygenOS 13;128GB storage, microSDXC;66;6.9%;1,258,674 hits;"6.59""";1080x2412 pixels;6/8 GB RAM;Snapdragon 695 5G;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - Europe;;;2022, April 28;Available. Released 2022, April 30;164.3 x 75.6 x 8.5 mm (6.47 x 2.98 x 0.33 in);195 g (6.88 oz);Glass front, plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, 120Hz;6.59 inches, 104.5 cm(~84.1% screen-to-body ratio);1080 x 2412 pixels, 20:9 ratio (~401 ppi density);Android 12, upgradable to Android 13, OxygenOS 13;Qualcomm SM6375 Snapdragon 695 5G (6 nm);Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver);Adreno 619;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM;UFS 2.2;64 MP, f/1.7, 26mm (wide), 0.7µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth);LED flash, HDR, panorama;1080p@30fps;"16 MP, f/2.0, (wide), 1/3.0"", 1.0µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.2, A2DP, LE, aptX HD;GPS, GLONASS, GALILEO, BDS, QZSS;Yes (market/region dependent);Unspecified;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Black Dusk, Blue Tide;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA - Europe;HSPA, LTE-A (CA), 5G;HDR;;;;CPH2381, CPH2409;;;;;;
https://www.gsmarena.com/oneplus_ace-11488.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-ace.jpg;OnePlus Ace;Released 2022, April 26;186g, 8.2mm thickness;Android 12, ColorOS 12.1;128GB/256GB/512GB storage, no card slot;113;1.7%;510,611 hits;"6.7""";1080x2412 pixels;8/12 GB RAM;Dimensity 8100-Max;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41;;;2022, April 21;Available. Released 2022, April 26;163.3 x 75.5 x 8.2 mm (6.43 x 2.97 x 0.32 in);186 g (6.56 oz);Glass front (Gorilla Glass 5), plastic frame;Dual SIM (Nano-SIM, dual stand-by);;OLED, 1B colors, 120Hz, HDR10+, 500 nits (typ), 800 nits (HBM), 950 nits (peak);6.7 inches, 108.0 cm(~87.6% screen-to-body ratio);1080 x 2412 pixels, 20:9 ratio (~394 ppi density);Android 12, ColorOS 12.1;Mediatek Dimensity 8100-Max (5 nm);Octa-core (4x2.85 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mali-G610 MC6;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;UFS 3.1;"50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS8 MP, f/2.2, 15mm, 120˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)";LED flash, HDR, panorama;4K@30/60fps, 1080p@30/60/240fps, gyro-EIS;"16 MP, f/2.4, 26mm (wide), 1/3.09"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.2, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;No;USB Type-C 2.0;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum;Li-Po 4500 mAh, non-removable;Black, Blue;1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA;HSPA, LTE-A, 5G;HDR;;About 360 EUR;Corning Gorilla Glass 5;PGKM10;;;;;;
https://www.gsmarena.com/oneplus_10_pro-11234.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-10-pro.jpg;OnePlus 10 Pro;Released 2022, January 13;201g, 8.6mm thickness;Android 12, up to 13, OxygenOS 13, ColorOS;128GB/256GB/512GB storage, no card slot;529;11%;4,010,280 hits;"6.7""";1440x3216 pixels;8/12 GB RAM;Snapdragon 8 Gen 1;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 38, 39, 40, 41, 46, 48, 66, 71 - International;;;2022, January 11;Available. Released 2022, January 13;163 x 73.9 x 8.6 mm (6.42 x 2.91 x 0.34 in);201 g (7.09 oz);Glass front (Gorilla Glass Victus), glass back (Gorilla Glass 5), aluminum frame;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant - T-Mobile only (not for use underwater, liquid damage is not covered under warranty);LTPO2 Fluid AMOLED, 1B colors, 120Hz, HDR10+, 500 nits (typ), 800 nits (HBM), 1300 nits (peak);6.7 inches, 108.4 cm(~90.0% screen-to-body ratio);1440 x 3216 pixels, 20:9 ratio (~525 ppi density);Android 12, upgradable to Android 13, OxygenOS 13 (International), ColorOS (China);Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm);Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510);Adreno 730;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;UFS 3.1;"48 MP, f/1.8, 23mm (wide), 1/1.43"", 1.12µm, multi-directional PDAF, Laser AF, OIS8 MP, f/2.4, 77mm (telephoto), 1.0µm, PDAF, OIS, 3.3x optical zoom50 MP, f/2.2, 14mm, 150˚ (ultrawide), 1/2.76"", 0.64µm";Hasselblad Color Calibration, Dual-LED dual-tone flash, HDR, panorama;8K@24fps, 4K@30/60/120fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS;"32 MP, f/2.2, (wide), 1/2.74"", 0.8µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.2, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum, barometer;Li-Po 5000 mAh, non-removable;Volcanic Black, Emerald Forest, Panda White (Extreme Edition);1, 2, 3, 5, 7, 8, 20, 25, 28, 30, 38, 40, 41, 48, 66, 71, 77, 78 SA/NSA - International;HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat18 1200/200 Mbps, 5G;Auto-HDR;24-bit/192kHz audio;;Corning Gorilla Glass Victus;NE2210, NE2211, NE2213, NE2215, NE2217;Always-on display;AnTuTu: 886248 (v9)GeekBench: 3447 (v5.1)GFXBench: 48fps (ES 3.1 onscreen);;;;
https://www.gsmarena.com/oneplus_nord_ce_2_5g-11269.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-nord-ce-2-5g.jpg;OnePlus Nord CE 2 5G;Released 2022, February 22;173g, 7.8mm thickness;Android 11, up to Android 13, OxygenOS 13;128GB storage, microSDXC;148;7.1%;2,014,387 hits;"6.43""";1080x2400 pixels;6/8 GB RAM;Dimensity 900;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - Europe;;;2022, February 17;Available. Released 2022, February 22;160.6 x 73.2 x 7.8 mm (6.32 x 2.88 x 0.31 in);173 g (6.10 oz);;Dual SIM (Nano-SIM, dual stand-by);;AMOLED, 90Hz, HDR10+;6.43 inches, 99.8 cm(~84.9% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~409 ppi density);Android 11, upgradable to Android 13, OxygenOS 13;Mediatek MT6877 Dimensity 900 (6 nm);Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mali-G68 MC4;microSDXC (dedicated slot);128GB 6GB RAM, 128GB 8GB RAM;UFS 2.2;"64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF8 MP, f/2.2, 119˚ (ultrawide)2 MP, f/2.4, (macro)";LED flash, HDR, panorama;4K@30fps, 1080p@30/60/120fps, gyro-EIS;16 MP, f/2.4, 27mm (wide), 1.0µm;1080p@30/60fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.2, A2DP, LE, aptX HD;GPS, GLONASS, GALILEO, BDS, QZSS;Yes;Unspecified;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 4500 mAh, non-removable;Gray Mirror, Bahama Blue;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA - Europe;HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat18 1200/150 Mbps, 5G;HDR;;;Corning Gorilla Glass 5;IV2201;;;;;;
https://www.gsmarena.com/oneplus_9rt_5g-11148.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-9-rt-r.jpg;OnePlus 9RT 5G;Released 2021, October 19;198.5g, 8.3mm thickness;Android 11, up to Android 13, OxygenOS 13;128GB/256GB storage, no card slot;192;2.7%;1,996,490 hits;"6.62""";1080x2400 pixels;8/12 GB RAM;Snapdragon 888 5G;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41 - Global;;;2021, October 13;Available. Released 2021, October 19;162.2 x 74.6 x 8.3 mm (6.39 x 2.94 x 0.33 in);198.5 g (7.02 oz);Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;AMOLED, 120Hz, HDR10+;6.62 inches, 106.3 cm(~87.9% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~397 ppi density);Android 11, upgradable to Android 13, OxygenOS 13;Qualcomm SM8350 Snapdragon 888 5G (5 nm);Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55);Adreno 660;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;UFS 3.1;"50 MP, f/1.8, 24mm (wide), 1/1.56”, 1.0µm, PDAF, OIS16 MP, f/2.2, 14mm, 123˚ (ultrawide), 1/3.6"", 1.0µm2 MP, f/2.4, (macro)";Dual-LED flash, HDR, panorama;4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS;"16 MP, f/2.4, (wide), 1/3.06"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.2, A2DP, LE;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 4500 mAh, non-removable;Hacker Black, Nano Silver, Blue;1, 3, 5, 8, 28, 40, 41, 78 SA/NSA - Global;HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat18 1200/200 Mbps, 5G;Auto-HDR;;;Corning Gorilla Glass 5;MT2110, MT2111;Always-on display;;;;;
https://www.gsmarena.com/oneplus_nord_2_5g-10960.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-nord-2-5g-new.jpg;OnePlus Nord 2 5G;Released 2021, July 28;189g, 8.3mm thickness;Android 11, OxygenOS 11.3;128GB/256GB storage, no card slot;354;5.0%;3,916,779 hits;"6.43""";1080x2400 pixels;6-12 GB RAM;Dimensity 1200;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 66 - EU;;;2021, July 22;Available. Released 2021, July 28;159.1 x 73.3 x 8.3 mm (6.26 x 2.89 x 0.33 in);189 g (6.67 oz);Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame;Dual SIM (Nano-SIM, dual stand-by);;Fluid AMOLED, 90Hz, HDR10+;6.43 inches, 99.8 cm(~85.6% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~409 ppi density);Android 11, OxygenOS 11.3;Mediatek MT6893 Dimensity 1200 (6 nm);Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mali-G77 MC9;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;UFS 3.1;"50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS8 MP, f/2.3, 120˚ (ultrawide)2 MP, f/2.4, (depth)";Dual-LED flash, HDR, panorama;4K@30fps, 1080p@30/60/120fps, gyro-EIS;"32 MP, f/2.5, (wide), 1/2.8"", 0.8µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.2, A2DP, LE, aptX HD;GPS, GLONASS, GALILEO, BDS, SBAS, NavIC;Yes;No;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 4500 mAh, non-removable;Gray Sierra, Blue Haze, Green Wood, Pac-Man Edition;1, 3, 7, 8, 20, 28, 38, 41, 66, 78 SA/NSA - EU;HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat18 1200/150 Mbps, 5G;Auto HDR;;;Corning Gorilla Glass 5;DN2101, DN2103;;AnTuTu: 512164 (v8) | 598022 (v9)GeekBench: 2792 (v5.1)GFXBench: 38fps (ES 3.1 onscreen);;;;
https://www.gsmarena.com/oneplus_nord_n200_5g-10961.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-nord-n200-5g.jpg;OnePlus Nord N200 5G;Released 2021, June 25;189g, 8.3mm thickness;Android 11, OxygenOS 11;64GB storage, microSDXC;73;2.0%;1,040,413 hits;"6.49""";1080x2400 pixels;4 GB RAM;Snapdragon 480 5G;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 66, 71, 38, 39, 40, 41;;;2021, June 21;Available. Released 2021, June 25;163.1 x 74.9 x 8.3 mm (6.42 x 2.95 x 0.33 in);189 g (6.67 oz);;Nano-SIM;;IPS LCD, 90Hz;6.49 inches, 102.2 cm(~83.7% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~405 ppi density);Android 11, OxygenOS 11;Qualcomm SM4350 Snapdragon 480 5G (8 nm);Octa-core (2x2.0 GHz Kryo 460 & 6x1.8 GHz Kryo 460);Adreno 619;microSDXC;64GB 4GB RAM;UFS 2.1;13 MP, f/2.2, (wide), PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth);LED flash, HDR, panorama;1080p@30fps, gyro-EIS;16 MP, f/2.1;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band;5.1, A2DP, LE;GPS (L1+L5), GLONASS, BDS, GALILEO;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer;Li-Po 5000 mAh, non-removable;Blue Quantum;2, 25, 41, 66, 71 SA/NSA/Sub6 - USA;HSPA 42.2/5.76 Mbps, LTE-A Cat15 800/150 Mbps, 5G;HDR;;;;DE2118, DE2117;;;;;;
